exp,gt_idx,type,algo,eps_s,pred_dh,true_dh,abs_err,accepted,reject_reason,n_ride_samples
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,trapezoid,3.0,26.1839124484618,18.0,8.1839124484618,True,,1609
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,17,down,zupt,0.0,-3.0826904690768404,-3.0,0.08269046907684041,True,,548
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,17,down,trapezoid,0.0,-2.911135539139621,-3.0,0.0888644608603788,True,,548
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,17,down,zupt,0.25,-3.0741297822074816,-3.0,0.07412978220748156,True,,573
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,17,down,trapezoid,0.25,-2.9223969674029027,-3.0,0.07760303259709733,True,,573
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,17,down,zupt,0.5,-3.0744910193012434,-3.0,0.07449101930124336,True,,598
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,17,down,trapezoid,0.5,-2.8420585223306474,-3.0,0.15794147766935263,True,,598
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,17,down,zupt,0.75,-3.08861340521215,-3.0,0.08861340521215011,True,,623
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,17,down,trapezoid,0.75,-2.935762747043206,-3.0,0.06423725295679406,True,,623
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,17,down,zupt,1.0,-3.0210270039272413,-3.0,0.021027003927241328,True,,648
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,17,down,trapezoid,1.0,-2.859771274907927,-3.0,0.14022872509207307,True,,648
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,17,down,zupt,1.25,-3.0915860935286115,-3.0,0.09158609352861147,True,,673
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,17,down,trapezoid,1.25,-2.9512731747290895,-3.0,0.048726825270910545,True,,673
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,17,down,zupt,1.5,-3.037491131992318,-3.0,0.03749113199231813,True,,698
