exp,gt_idx,status,type,t_start_s,t_end_s,pred_idxs,pos_r2,pos_A,neg_r2,neg_A,pair_joint_r2,pair_A_abs,pair_heatmap_energy,pair_gap_s,pair_W,pair_frac_flat,pair_reject_flags
eyalyakir_acroBuilding_SamsungSM-S911B_15-04-2026_exp4,10,clean,up,1148.068,1169.54,10,0.9072147756548006,0.4457225134239865,0.9552959458353243,-0.37329607639745604,,,,,,,
eyalyakir_acroBuilding_SamsungSM-S911B_15-04-2026_exp4,11,clean,down,1197.764,1218.558,11,0.8816428001862323,0.4113936141795497,0.3633576895207551,-0.44168071496849853,,,,,,,
eyalyakir_acroBuilding_Xiaomi22101320I_15-04-2026_exp4,0,clean,up,584.71,608.172,0,0.8813184486392549,2.93391744758158,0.9369273062091324,-1.6387584480559103,,,,,,,
eyalyakir_acroBuilding_Xiaomi22101320I_15-04-2026_exp4,1,clean,down,634.085,651.335,1,0.3961987682942192,0.8198359401570837,0.8650116553937659,-1.572142299008465,0.5826629917483263,0.9778321934908449,0.08877260320691563,0.6960000000000264,0.3931034482758621,0.3714285714285714,joint R²=0.58 < 0.90;heatmap energy=0.089 < 0.400
eyalyakir_acroBuilding_Xiaomi22101320I_15-04-2026_exp4,2,clean,down,674.181,685.139,2,0.9475004585577876,0.5869190990890002,0.9520699775292778,-0.6060130552191378,0.9495417252457754,0.5964660771540691,0.6223637544965868,2.62600000000009,0.3931034482758621,0.8,
eyalyakir_acroBuilding_Xiaomi22101320I_15-04-2026_exp4,3,clean,up,708.942,726.471,3,0.41866966440814124,0.9389322484465058,0.3842116739771898,-0.89167347746206,0.40038550717979876,0.9374919936834375,0.019557408388763634,0.31799999999998363,0.3,0.0,joint R²=0.40 < 0.90;heatmap energy=0.020 < 0.400
eyalyakir_acroBuilding_Xiaomi22101320I_15-04-2026_exp4,4,clean,up,758.716,774.572,4,0.6663195764861789,1.501220328095635,0.9549212800217363,-0.40659686212286505,,,,,,,
eyalyakir_acroBuilding_Xiaomi22101320I_15-04-2026_exp4,5,clean,down,817.289,836.611,5,0.9521655115286906,0.3632039224441603,0.9491205485045514,-0.3578540988473315,0.9505906919861541,0.3605290106457459,0.641434237673732,9.90199999999993,0.6724137931034483,0.8,
eyalyakir_acroBuilding_Xiaomi22101320I_15-04-2026_exp4,6,clean,down,906.084,919.353,6,0.7813104683973002,1.8563296194564116,0.7653960496843792,-0.9172550805762112,0.6674362106429598,1.3444964106540045,0.03649360133252341,0.39800000000002456,0.3,0.05,joint R²=0.67 < 0.90;heatmap energy=0.036 < 0.400
eyalyakir_acroBuilding_Xiaomi22101320I_15-04-2026_exp4,7,clean,down,944.986,958.334,7,0.6473747051884269,0.7767369211305807,0.9534428953418357,-0.7243031644875059,0.6767101051246163,0.9210235019632667,0.049710815931636815,7.793000000000006,0.3,0.0,joint R²=0.68 < 0.90;heatmap energy=0.050 < 0.400
eyalyakir_acroBuilding_Xiaomi22101320I_15-04-2026_exp4,8,clean,up,988.507,1013.723,8,0.8663556284081547,1.9473076142209125,0.5034299344014366,-0.8247601124867784,,,,,,,
eyalyakir_acroBuilding_Xiaomi22101320I_15-04-2026_exp4,9,clean,down,1097.889,1123.343,9,0.9448272593116921,0.3846312479769944,0.46734912137639906,-0.7445745326609241,,,,,,,
eyalyakir_acroBuilding_Xiaomi22101320I_15-04-2026_exp4,10,clean,up,1150.133,1171.605,10,0.9006561351904119,0.4847876603924793,0.6926023355746502,-0.7877631864599991,0.7398506267392913,0.6362754234262391,0.126608352931695,1.5519999999999072,0.3,0.0,joint R²=0.74 < 0.90;heatmap energy=0.127 < 0.400
