time_s,ax_ms2,ay_ms2,az_ms2
49.829,-0.17587246,7.3136625,6.4175506
49.849,-0.11844472,7.299904,6.35773
49.869,-0.021535404,7.2753773,6.198607
49.889,-0.010169496,7.262815,6.0436716
49.909,-0.13399807,7.257431,6.055636
49.929,-0.15672988,7.251449,6.236892
49.949,-0.09092726,7.262815,6.330212
49.969,-0.071186475,7.272386,6.470791
49.989,-0.054436713,7.268797,6.6358953
50.009,-0.04546363,7.29452,6.5898337
50.029,-0.0047856453,7.381858,6.4815583
50.049,-0.008973085,7.3728848,6.486344
50.069,-0.03708875,7.368099,6.5964136
50.089,-0.038285162,7.3429747,6.6759753
50.109,-0.05802595,7.326225,6.5635123
50.129,-0.1381855,7.387242,6.3678994
50.149,-0.25782663,7.4105716,6.314659
50.169,-0.34636107,7.3836527,6.381658
50.189,-0.27098715,7.3226357,6.4217377
50.209,-0.13878371,7.277172,6.5222363
50.229,-0.025722843,7.2490563,6.5569324
50.249,0.04007978,7.213164,6.5078793
50.269,-0.0029910284,7.1802626,6.4145594
50.289,0.03708875,7.2006016,6.3421764
50.309,0.068793654,7.1682982,6.321239
50.329,0.052043892,7.19103,6.3308105
50.35,0.066400826,7.238887,6.2883377
50.37,0.010767702,7.2556367,6.2787666
50.39,-0.019142581,7.265208,6.416952
50.41,-0.055633128,7.2807612,6.626324
50.43,-0.07238288,7.272386,6.595217
50.45,-0.06281159,7.308877,6.4366927
50.47,-0.10887343,7.2963142,6.4331036
50.49,-0.15194423,7.2753773,6.410372
50.51,-0.12203395,7.2508507,6.253642
50.53,-0.10348958,7.240083,6.2841506
50.55,-0.14656039,7.207182,6.445068
50.57,-0.13220344,7.186843,6.4552374
50.59,-0.061615184,7.1730843,6.3535423
50.61,0.0023928226,7.175477,6.3200426
50.63,-0.043070808,7.1802626,6.322436
50.65,-0.05623133,7.203593,6.24766
50.67,-0.04965107,7.233503,6.300302
50.69,-0.052043892,7.24786,6.5515485
50.71,-0.0735793,7.259824,6.6921268
50.73,-0.025722843,7.246065,6.5850477
50.75,-0.023928227,7.220342,6.570691
50.77,-0.11425728,7.2490563,6.5198436
50.79,-0.18245272,7.335198,6.32423
50.81,-0.25842485,7.344171,6.3798633
50.83,-0.29970104,7.281359,6.6484575
50.85,-0.30329028,7.2526455,6.8303123
50.87,-0.23509483,7.259824,6.599405
50.89,-0.16869399,7.248458,6.238687
50.91,-0.16869399,7.2179494,6.1591253
50.93,-0.16570297,7.1748786,6.339185
50.95,-0.12622139,7.1336026,6.623333
50.97,-0.0011964113,7.1096745,6.70768
50.99,0.16570297,7.0839515,6.6502523
51.01,0.20578274,7.0785675,6.550352
51.03,0.1058824,7.1246295,6.262017
51.05,-0.11485548,7.1862445,6.008976
51.07,-0.33559337,7.236494,6.085546
51.09,-0.4103691,7.251449,6.456434
51.11,-0.32841492,7.1916285,6.7447686
51.13,-0.12023934,7.1808605,6.701698
51.15,-0.010767702,7.160522,6.3942204
51.17,-0.051445685,7.155736,6.058627
51.19,-0.20398813,7.1455665,5.9288163
51.21,-0.28773692,7.1156564,6.0987067
